Event_Title,Location,Capacity,Date,Catering,Entertainment,Price
Meetup,Ahmedabad,3043,2024-03-23,No,No,184679.41
Meetup,Cuttack,2792,2024-11-18,Yes,No,171361.03
Birthday,Ahmedabad,4597,2025-03-19,Yes,Yes,301048.8
Corporate,Bhubaneswar,1498,2024-01-21,No,Yes,136859.12
Birthday,Mumbai,4588,2024-10-09,Yes,No,380920.17
Meetup,Chennai,820,2025-05-07,Yes,Yes,93614.15
Marriage,Chennai,413,2024-04-10,Yes,Yes,103529.01
Marriage,Chennai,373,2025-08-08,No,Yes,86698.33
Marriage,Delhi,4299,2025-04-11,Yes,No,368027.83
Birthday,Bhubaneswar,3235,2025-05-28,No,Yes,211836.49
Marriage,Chennai,1268,2025-02-17,Yes,No,143896.09
Meetup,Hyderabad,4693,2024-06-19,No,Yes,333809.92
Marriage,Bhubaneswar,2589,2024-07-08,No,Yes,207130.53
Meetup,Chennai,3552,2024-07-16,Yes,Yes,257205.05
Corporate,Pune,2383,2025-07-27,Yes,Yes,218772.72
Corporate,Hyderabad,2547,2024-06-18,No,No,207773.51
Meetup,Bhubaneswar,2648,2024-12-17,No,Yes,173918.38
Marriage,Bangalore,3975,2025-07-17,No,Yes,341716.58
Meetup,Bangalore,739,2024-10-10,No,Yes,80498.58
Meetup,Delhi,4119,2024-06-23,Yes,No,319386.32
Meetup,Chennai,1481,2024-11-17,Yes,Yes,132468.52
Birthday,Pune,2420,2024-12-10,No,Yes,184707.72
Meetup,Cuttack,3448,2024-10-23,No,Yes,201272.87
Marriage,Bhubaneswar,1381,2025-11-13,No,No,127255.64
Marriage,Chennai,226,2025-11-23,Yes,No,79956.6
Meetup,Pune,711,2025-01-13,No,Yes,74143.62
Birthday,Hyderabad,2927,2025-04-02,Yes,Yes,239786.93
Marriage,Kolkata,118,2024-03-19,No,Yes,70485.41
Marriage,Mumbai,4445,2025-03-19,Yes,No,400982.66
Birthday,Kolkata,2329,2025-12-27,Yes,No,176089.91
Meetup,Ahmedabad,4904,2024-04-13,Yes,Yes,314019.14
Corporate,Delhi,430,2024-08-15,No,No,71837.84
Birthday,Pune,3316,2024-06-23,Yes,No,243576.21
Birthday,Delhi,523,2024-10-11,No,Yes,70484.45
Meetup,Bhubaneswar,1207,2025-02-23,Yes,Yes,110755.98
Marriage,Cuttack,3584,2024-07-01,No,No,231192.44
Corporate,Bangalore,3256,2024-04-29,Yes,Yes,297095.83
Corporate,Pune,1219,2024-11-16,No,Yes,130039.93
Meetup,Bhubaneswar,3008,2024-07-26,No,No,182379.24
Meetup,Bangalore,3655,2024-06-12,Yes,Yes,299258.83
Meetup,Bhubaneswar,4597,2024-10-08,Yes,Yes,297460.08
Meetup,Chennai,307,2024-04-08,No,Yes,46534.6
Marriage,Mumbai,4471,2024-09-05,No,No,387338.89
Birthday,Pune,4487,2025-01-03,No,Yes,314971.19
Corporate,Ahmedabad,2942,2025-08-12,Yes,No,219403.65
Marriage,Chennai,3578,2024-10-26,Yes,No,280923.28
Marriage,Mumbai,4409,2025-03-21,Yes,No,397504.93
Birthday,Mumbai,2514,2025-03-11,No,No,210335.0
Birthday,Hyderabad,668,2025-11-13,Yes,Yes,93368.47
Corporate,Pune,3836,2024-12-18,Yes,No,296914.81
Meetup,Bangalore,1129,2025-01-06,Yes,Yes,124006.31
Corporate,Cuttack,1851,2025-09-03,No,No,135127.75
Birthday,Delhi,2807,2025-07-08,Yes,Yes,246481.74
Meetup,Bhubaneswar,1859,2024-03-22,Yes,No,133359.58
Corporate,Bangalore,485,2025-05-28,Yes,No,90865.97
Corporate,Kolkata,4455,2025-02-23,Yes,No,324272.28
Corporate,Chennai,2372,2025-07-24,No,No,185169.39
Marriage,Cuttack,2155,2024-12-09,No,Yes,171316.29
Corporate,Ahmedabad,4311,2025-02-19,No,Yes,290535.76
Birthday,Chennai,4339,2024-12-25,No,No,281860.1
Corporate,Cuttack,4410,2024-01-14,No,Yes,274859.12
Corporate,Delhi,2440,2024-02-29,No,Yes,225334.33
Meetup,Pune,4248,2025-07-13,No,No,282246.79
Corporate,Delhi,4526,2024-05-19,Yes,No,374488.37
Corporate,Kolkata,4086,2024-11-13,No,Yes,298802.64
Meetup,Pune,3069,2024-02-26,Yes,Yes,235648.76
Marriage,Delhi,803,2025-04-05,No,Yes,120927.64
Meetup,Delhi,1593,2025-09-29,No,Yes,140366.55
Corporate,Ahmedabad,4713,2024-03-24,Yes,No,316726.53
Marriage,Kolkata,2250,2025-06-05,Yes,Yes,214820.85
Corporate,Bhubaneswar,261,2024-06-05,No,Yes,67476.35
Corporate,Bhubaneswar,3827,2024-04-24,Yes,Yes,278655.36
Marriage,Delhi,2129,2025-05-02,No,Yes,212911.61
Meetup,Bhubaneswar,3693,2025-12-20,Yes,No,234810.09
Meetup,Bhubaneswar,4786,2024-08-14,No,Yes,291472.79
Corporate,Kolkata,1912,2024-07-15,No,Yes,168439.71
Birthday,Ahmedabad,3752,2025-02-16,No,No,228138.85
Birthday,Ahmedabad,1575,2024-01-18,Yes,Yes,135900.9
Corporate,Bangalore,2507,2025-07-16,No,Yes,228675.2
Marriage,Pune,3751,2025-09-17,No,Yes,299397.71
Birthday,Chennai,857,2024-02-16,Yes,Yes,99835.23
Birthday,Bhubaneswar,3692,2025-07-11,No,Yes,236321.75
Birthday,Kolkata,1459,2025-11-27,Yes,No,124287.48
Meetup,Ahmedabad,1274,2025-11-07,Yes,No,102235.73
Corporate,Bhubaneswar,3613,2025-07-21,Yes,Yes,267747.06
Meetup,Kolkata,1463,2024-06-07,Yes,No,119179.7
Marriage,Mumbai,4763,2024-01-15,Yes,No,423715.54
Marriage,Bangalore,1511,2024-09-13,Yes,Yes,183786.35
Meetup,Hyderabad,2648,2024-02-12,No,No,188198.73
Birthday,Bhubaneswar,2228,2024-06-05,Yes,Yes,171132.43
Corporate,Kolkata,344,2024-10-25,No,No,62431.74
Marriage,Cuttack,3504,2024-09-18,Yes,No,243021.68
Meetup,Kolkata,895,2024-06-02,No,No,69725.8
Birthday,Kolkata,628,2025-10-20,No,Yes,71728.47
Meetup,Delhi,383,2025-11-02,Yes,No,59685.8
Meetup,Bhubaneswar,4013,2024-05-04,Yes,Yes,265121.81
Marriage,Bhubaneswar,3306,2025-11-09,Yes,Yes,260429.4
Birthday,Ahmedabad,115,2024-03-15,No,No,29044.69
Corporate,Mumbai,4248,2025-02-21,Yes,No,376148.56
Meetup,Cuttack,1677,2024-07-27,No,Yes,113225.63
Corporate,Ahmedabad,1115,2025-07-20,No,Yes,115032.74
Meetup,Bhubaneswar,3206,2025-05-27,No,Yes,205953.74
Meetup,Chennai,3745,2024-09-01,Yes,No,256150.48
Birthday,Cuttack,1243,2025-05-07,No,No,83794.21
Meetup,Bangalore,1355,2025-11-22,Yes,Yes,138053.65
Meetup,Kolkata,4544,2024-04-08,No,No,288693.74
Marriage,Delhi,1943,2025-06-20,Yes,Yes,215508.61
Meetup,Delhi,2927,2025-01-23,No,No,221051.32
Meetup,Bhubaneswar,322,2024-02-04,Yes,Yes,62325.97
Birthday,Cuttack,2178,2024-07-30,Yes,Yes,158165.3
Corporate,Mumbai,1523,2024-11-01,No,No,155258.59
Marriage,Cuttack,1940,2025-08-16,No,No,149680.63
Corporate,Chennai,3948,2024-05-10,Yes,Yes,305695.61
Corporate,Bhubaneswar,1348,2025-05-07,No,Yes,128411.47
Corporate,Chennai,514,2025-01-23,No,Yes,83982.25
Meetup,Chennai,4498,2025-10-04,No,No,286209.8
Marriage,Bhubaneswar,4360,2024-11-04,Yes,No,307334.06
Birthday,Hyderabad,121,2025-09-03,Yes,Yes,56988.54
Birthday,Delhi,2058,2025-12-04,Yes,No,181774.82
Marriage,Chennai,4528,2024-05-04,Yes,No,337759.07
Birthday,Delhi,3320,2025-12-31,Yes,No,269002.04
Meetup,Chennai,4191,2024-12-22,No,No,268107.76
Birthday,Chennai,196,2025-04-14,No,Yes,45860.0
Marriage,Hyderabad,3419,2025-11-09,Yes,No,288299.78
Marriage,Pune,2574,2024-02-18,No,No,212225.06
Meetup,Mumbai,1119,2024-05-14,No,Yes,112964.92
Corporate,Mumbai,210,2024-07-24,Yes,No,73263.83
Corporate,Cuttack,2718,2024-07-26,No,No,178545.72
Meetup,Delhi,1760,2025-05-28,No,No,140948.3
Birthday,Chennai,1696,2024-04-07,No,No,124211.73
Corporate,Hyderabad,3215,2025-06-14,No,No,250466.55
Meetup,Bhubaneswar,3833,2025-11-20,Yes,Yes,255617.92
Birthday,Delhi,3554,2024-07-15,Yes,Yes,298449.34
Meetup,Ahmedabad,3262,2024-12-28,No,No,195956.09
Birthday,Delhi,3381,2024-02-03,No,No,258232.06
Birthday,Mumbai,2891,2025-11-16,Yes,No,254642.18
Meetup,Delhi,1433,2025-08-24,No,Yes,129980.0
Meetup,Delhi,1348,2024-03-10,Yes,No,127136.03
Marriage,Bhubaneswar,3922,2024-02-22,Yes,No,282720.65
Meetup,Hyderabad,1305,2025-06-06,No,Yes,113016.53
Birthday,Chennai,934,2024-06-20,Yes,Yes,104071.56
Meetup,Kolkata,2290,2025-11-30,Yes,Yes,181464.99
Birthday,Cuttack,2643,2024-10-07,Yes,No,169740.34
Birthday,Cuttack,580,2025-11-01,No,Yes,62939.57
Meetup,Cuttack,4100,2025-04-02,No,No,222012.09
Marriage,Ahmedabad,648,2025-01-17,Yes,Yes,114160.45
Corporate,Kolkata,3660,2025-08-13,Yes,No,276394.24
Birthday,Chennai,96,2024-09-19,No,Yes,38854.7
Corporate,Kolkata,4588,2024-03-20,No,Yes,328544.3
Meetup,Bangalore,2214,2025-01-15,No,Yes,183141.7
Meetup,Mumbai,3621,2024-04-13,Yes,Yes,315634.07
Corporate,Mumbai,3825,2024-04-02,No,No,328691.85
Meetup,Bangalore,1512,2024-04-10,No,No,122099.0
Meetup,Bangalore,3443,2024-06-14,No,No,257483.97
Marriage,Ahmedabad,1672,2025-10-19,Yes,No,159403.25
Corporate,Hyderabad,469,2025-08-08,No,Yes,84752.48
Birthday,Bhubaneswar,3664,2025-06-22,Yes,No,238207.03
Corporate,Pune,3890,2024-04-25,No,No,284932.11
Meetup,Delhi,2266,2024-09-22,No,Yes,187001.51
Meetup,Mumbai,3159,2024-10-03,No,No,254590.56
Meetup,Hyderabad,4263,2024-12-31,Yes,Yes,320656.73
Marriage,Ahmedabad,823,2025-05-06,Yes,Yes,125059.56
Birthday,Pune,1696,2025-12-29,Yes,No,142983.98
Meetup,Ahmedabad,4198,2025-03-16,Yes,Yes,274173.77
Corporate,Bangalore,1118,2025-01-24,Yes,No,135808.8
Marriage,Bangalore,2693,2025-10-16,No,No,240929.59
Corporate,Kolkata,3932,2024-09-14,No,No,277334.29
Marriage,Bhubaneswar,2696,2025-11-19,Yes,Yes,226349.39
Corporate,Pune,437,2024-10-05,Yes,No,85006.34
Birthday,Delhi,3145,2024-12-24,No,No,241633.26
Corporate,Mumbai,3177,2024-11-30,No,No,280365.02
Birthday,Mumbai,2831,2024-06-13,Yes,No,248590.16
Birthday,Kolkata,1156,2024-11-28,No,Yes,103946.96
Birthday,Chennai,206,2025-12-01,No,Yes,47168.82
Birthday,Kolkata,2118,2024-11-16,No,Yes,162071.19
Birthday,Pune,3874,2025-10-20,Yes,Yes,290931.22
Meetup,Chennai,1783,2024-03-16,Yes,Yes,150656.38
Meetup,Pune,4612,2024-03-19,No,No,304780.09
Corporate,Bangalore,1133,2024-06-26,No,Yes,133587.9
Meetup,Kolkata,4721,2024-12-20,Yes,Yes,327172.05
Meetup,Ahmedabad,2479,2024-02-20,Yes,Yes,180103.36
Birthday,Pune,4541,2025-05-22,No,No,306648.12
Marriage,Kolkata,581,2025-08-06,No,Yes,98650.32
Meetup,Pune,937,2024-11-19,No,No,75147.92
Marriage,Cuttack,4010,2025-01-25,Yes,Yes,279247.61
Meetup,Bhubaneswar,3322,2025-04-13,Yes,Yes,226462.15
Corporate,Ahmedabad,2701,2024-03-18,Yes,Yes,217482.69
Marriage,Hyderabad,156,2025-05-13,No,Yes,73975.68
Marriage,Hyderabad,4937,2025-09-09,No,Yes,385305.84
Corporate,Bangalore,291,2025-02-18,No,No,63113.08
Meetup,Mumbai,2126,2024-02-17,Yes,No,190962.79
Corporate,Hyderabad,818,2025-06-08,No,Yes,106724.1
Marriage,Kolkata,3497,2025-02-27,Yes,Yes,289658.82
Corporate,Delhi,2213,2024-11-12,Yes,Yes,223300.57
Marriage,Bangalore,838,2025-11-13,No,Yes,122401.31
Meetup,Kolkata,3079,2024-09-23,Yes,Yes,228501.06
Birthday,Bhubaneswar,1397,2024-09-16,No,No,99232.79
Birthday,Chennai,2119,2024-10-07,Yes,No,164693.9
Meetup,Pune,3034,2024-11-26,No,Yes,218450.54
Marriage,Bhubaneswar,408,2025-12-13,No,No,74118.96
Marriage,Pune,4074,2024-10-14,No,Yes,318738.05
Corporate,Hyderabad,2921,2024-04-13,Yes,No,246627.11
Marriage,Chennai,2437,2025-06-24,No,No,198859.22
Birthday,Bangalore,2899,2025-06-09,No,Yes,237316.47
Birthday,Delhi,1210,2025-09-07,No,Yes,118961.82
Corporate,Pune,3860,2024-02-04,Yes,Yes,309702.21
Corporate,Pune,1325,2025-05-27,No,No,125066.7
Corporate,Pune,1421,2024-06-22,No,No,130642.8
Birthday,Bangalore,3130,2024-11-20,Yes,No,256710.39
Meetup,Delhi,4786,2024-08-12,Yes,No,366750.43
Marriage,Cuttack,4603,2025-06-08,Yes,Yes,309705.82
Meetup,Pune,2408,2025-10-24,Yes,Yes,193621.18
Meetup,Mumbai,4702,2025-01-10,No,No,370353.94
Meetup,Mumbai,3707,2024-01-17,Yes,No,310558.7
Birthday,Chennai,4070,2025-09-04,No,Yes,278018.08
Meetup,Bangalore,1794,2025-09-11,Yes,No,156974.18
Birthday,Cuttack,3391,2025-11-25,No,No,192067.89
Birthday,Pune,986,2025-04-10,Yes,No,97633.79
Birthday,Delhi,3786,2025-07-16,Yes,No,302345.66
Meetup,Pune,2901,2025-04-29,Yes,No,214312.14
Marriage,Chennai,3776,2025-05-10,No,No,277895.33
Meetup,Pune,4293,2024-06-23,No,No,285076.02
Meetup,Bangalore,3478,2024-10-17,No,No,260197.21
Corporate,Bhubaneswar,4349,2025-06-04,No,Yes,292933.43
Marriage,Bangalore,2013,2024-06-30,No,No,192934.6
Marriage,Pune,1098,2024-02-17,No,Yes,132312.7
Meetup,Pune,1561,2025-07-13,Yes,Yes,140861.7
Marriage,Bangalore,2387,2024-01-18,No,No,218457.65
Marriage,Chennai,1005,2025-01-11,Yes,Yes,139316.37
Corporate,Cuttack,164,2024-05-08,No,Yes,61850.16
Marriage,Pune,1791,2024-10-31,Yes,Yes,191662.04
Birthday,Ahmedabad,4903,2025-03-08,Yes,Yes,318413.1
Marriage,Ahmedabad,3427,2025-04-20,Yes,No,255005.24
Corporate,Mumbai,1152,2025-05-31,No,Yes,141080.86
Birthday,Mumbai,4293,2024-11-17,Yes,Yes,371635.02
Marriage,Pune,2367,2024-09-21,Yes,No,215314.1
Meetup,Ahmedabad,4082,2025-03-13,No,No,242293.38
Birthday,Bhubaneswar,4124,2024-08-16,Yes,No,264641.89
Birthday,Kolkata,3383,2025-02-08,Yes,Yes,252340.99
Meetup,Bangalore,842,2025-01-30,No,Yes,88042.17
Corporate,Cuttack,494,2024-07-31,No,No,66323.82
Birthday,Bhubaneswar,4016,2025-06-08,No,No,243214.03
Birthday,Bangalore,1614,2024-05-20,Yes,Yes,162363.88
Marriage,Cuttack,3991,2024-02-13,Yes,Yes,278883.92
Marriage,Pune,2619,2025-05-06,Yes,No,230229.96
Corporate,Ahmedabad,2116,2025-12-04,No,No,158541.39
Corporate,Pune,719,2025-01-12,Yes,No,102678.79
Meetup,Chennai,1741,2025-11-14,Yes,Yes,148908.4
Corporate,Chennai,56,2025-07-02,No,No,44499.35
Marriage,Bangalore,3173,2024-12-11,No,Yes,286908.8
Corporate,Delhi,3384,2024-12-24,No,Yes,289962.72
Meetup,Pune,3835,2025-07-15,Yes,No,272318.26
Marriage,Kolkata,3817,2024-08-04,No,Yes,293567.24
Meetup,Kolkata,4342,2024-12-11,Yes,No,292427.13
Meetup,Bhubaneswar,3055,2025-08-13,No,No,185377.91
Corporate,Bangalore,1424,2025-10-01,Yes,No,156789.12
Marriage,Delhi,910,2024-11-28,No,Yes,126724.61
Birthday,Cuttack,754,2024-03-07,Yes,No,75619.06
Meetup,Bangalore,4061,2025-09-14,Yes,Yes,328245.65
Marriage,Ahmedabad,3009,2025-10-12,Yes,No,232681.99
Meetup,Chennai,2125,2024-07-31,Yes,Yes,172240.69
Corporate,Hyderabad,2236,2024-05-03,Yes,No,201905.62
Marriage,Kolkata,2761,2025-11-05,No,Yes,230276.39
Corporate,Chennai,4829,2025-12-14,No,No,331911.0
Meetup,Kolkata,3035,2024-09-21,No,No,199605.08
Birthday,Chennai,1283,2024-07-07,Yes,No,113080.42
Birthday,Hyderabad,140,2025-12-31,No,Yes,42461.25
Meetup,Chennai,2224,2025-02-23,No,No,151163.77
Corporate,Kolkata,4814,2024-05-01,No,No,331494.13
Corporate,Chennai,4795,2025-10-08,No,Yes,341207.75
Birthday,Bangalore,2242,2024-10-01,No,No,179473.81
Corporate,Bhubaneswar,1320,2024-10-29,No,Yes,127472.97
Marriage,Delhi,2906,2024-10-27,No,No,255447.8
Marriage,Bangalore,3234,2025-09-15,No,Yes,289587.86
Corporate,Bangalore,4661,2025-11-02,Yes,No,382797.15
Birthday,Hyderabad,2128,2025-05-23,Yes,No,175697.73
Corporate,Cuttack,4693,2024-12-22,No,Yes,289186.32
Birthday,Bhubaneswar,3781,2024-04-10,No,Yes,242034.39
Meetup,Bangalore,1535,2025-11-17,No,Yes,136305.94
Marriage,Pune,2706,2024-09-16,No,No,222075.98
Marriage,Hyderabad,2850,2024-05-27,No,Yes,249776.94
Marriage,Cuttack,298,2024-08-28,No,Yes,78607.7
Birthday,Cuttack,453,2025-05-06,Yes,Yes,70715.89
Marriage,Mumbai,3718,2024-11-09,No,Yes,343763.8
Birthday,Pune,3480,2024-02-12,Yes,No,254382.46
Birthday,Ahmedabad,2187,2025-01-17,Yes,Yes,168791.12
Corporate,Kolkata,4358,2024-07-15,No,Yes,316285.57
Birthday,Bhubaneswar,2739,2025-12-14,Yes,Yes,198758.64
Marriage,Bangalore,3524,2024-03-24,No,Yes,309858.89
Birthday,Hyderabad,4509,2025-03-09,No,Yes,327133.35
Birthday,Cuttack,2438,2024-07-24,Yes,Yes,171455.88
Meetup,Cuttack,2987,2024-12-03,Yes,Yes,194299.9
Meetup,Ahmedabad,2594,2025-05-04,Yes,No,174651.15
Birthday,Hyderabad,4222,2025-09-24,No,Yes,308133.33
Meetup,Ahmedabad,4276,2025-12-24,Yes,No,267660.83
Birthday,Kolkata,890,2024-03-20,Yes,Yes,101658.41
Meetup,Kolkata,3837,2024-06-02,No,Yes,259593.61
Corporate,Mumbai,836,2024-04-01,Yes,Yes,131398.33
Meetup,Cuttack,2549,2025-09-08,Yes,Yes,172232.08
Corporate,Chennai,2269,2024-01-13,No,No,178084.24
Marriage,Bhubaneswar,115,2025-05-20,No,No,58270.02
Meetup,Chennai,2619,2025-12-18,No,Yes,186158.81
Meetup,Cuttack,3485,2025-07-05,Yes,Yes,217470.11
Meetup,Pune,4070,2025-08-13,No,Yes,283556.07
Birthday,Cuttack,2649,2025-11-21,Yes,No,169739.3
Meetup,Pune,3193,2025-06-10,Yes,No,230805.16
Meetup,Bhubaneswar,235,2025-02-08,Yes,No,44998.23
Birthday,Ahmedabad,3232,2025-10-16,No,Yes,212439.38
Meetup,Hyderabad,1329,2025-09-07,Yes,No,117737.05
Marriage,Ahmedabad,3051,2025-07-14,Yes,Yes,246610.81
Marriage,Mumbai,461,2024-02-20,Yes,Yes,113697.03
Meetup,Cuttack,4995,2024-07-26,No,No,266714.73
Meetup,Cuttack,4761,2024-07-24,Yes,Yes,282372.65
Marriage,Bhubaneswar,273,2025-12-20,Yes,Yes,94071.59
Birthday,Bangalore,1654,2025-02-14,Yes,Yes,164856.2
Corporate,Pune,4695,2025-02-25,No,No,334830.49
Corporate,Pune,4384,2025-10-26,No,Yes,328705.57
Birthday,Hyderabad,4846,2024-04-02,No,No,337329.8
Marriage,Ahmedabad,3672,2025-01-12,Yes,No,269141.54
Birthday,Bhubaneswar,4120,2025-06-19,No,Yes,260919.39
Marriage,Mumbai,3414,2024-07-13,No,Yes,320561.8
Corporate,Pune,268,2024-01-02,No,Yes,70928.1
Meetup,Pune,2857,2024-05-22,No,No,195993.79
Birthday,Kolkata,2519,2024-01-03,No,Yes,186064.96
Meetup,Cuttack,4649,2024-07-24,No,Yes,261789.39
Corporate,Delhi,4994,2024-04-13,No,No,391915.28
Corporate,Bhubaneswar,4116,2024-02-02,No,Yes,280924.56
Marriage,Chennai,4110,2024-11-06,Yes,Yes,325518.94
Corporate,Chennai,3091,2025-12-15,No,No,228060.63
Marriage,Bangalore,1139,2025-06-06,Yes,No,146123.97
Meetup,Cuttack,3343,2024-11-19,Yes,No,198173.36
Birthday,Cuttack,3841,2025-08-11,No,No,213306.5
Meetup,Kolkata,2335,2024-12-08,Yes,Yes,185099.17
Corporate,Mumbai,4264,2024-11-21,Yes,No,375808.61
Birthday,Delhi,1504,2024-04-18,Yes,No,141589.03
Corporate,Cuttack,2083,2025-07-24,Yes,No,161759.55
Meetup,Kolkata,2593,2024-07-15,Yes,Yes,198808.4
Corporate,Cuttack,3411,2025-07-13,Yes,No,228381.88
Meetup,Kolkata,4992,2024-10-12,No,Yes,328857.03
Corporate,Delhi,664,2024-01-23,No,No,88183.11
Marriage,Bhubaneswar,3459,2024-07-08,Yes,No,257939.66
Birthday,Delhi,2697,2025-04-08,No,No,210983.63
Birthday,Mumbai,2489,2025-08-27,No,Yes,219777.13
Birthday,Mumbai,2870,2025-08-10,Yes,No,252861.6
Corporate,Bhubaneswar,740,2024-12-16,Yes,No,97525.11
Marriage,Bhubaneswar,2247,2024-09-28,Yes,No,191182.62
Meetup,Chennai,1281,2024-11-05,No,Yes,105529.83
Corporate,Delhi,3623,2024-01-13,No,No,295118.51
Marriage,Bhubaneswar,4878,2024-08-20,No,No,320849.29
Corporate,Cuttack,1837,2024-10-27,No,Yes,145807.45
Birthday,Delhi,4984,2025-09-06,Yes,Yes,396927.59
Marriage,Cuttack,1775,2024-04-17,No,Yes,153366.92
Meetup,Ahmedabad,702,2025-06-27,Yes,No,71387.54
Birthday,Hyderabad,1059,2025-05-18,No,No,89942.55
Marriage,Hyderabad,1488,2025-07-23,Yes,No,164354.95
Corporate,Pune,2931,2024-02-13,Yes,No,239697.04
Birthday,Delhi,685,2024-02-20,No,Yes,81733.1
Birthday,Kolkata,3839,2025-08-12,Yes,No,267884.09
Corporate,Bangalore,4806,2025-12-29,No,Yes,389542.8
Birthday,Mumbai,371,2025-05-04,No,Yes,62705.09
Meetup,Bangalore,2529,2025-10-03,Yes,No,208124.71
Meetup,Bhubaneswar,4979,2024-04-06,No,No,291646.71
Corporate,Pune,2081,2024-05-04,No,No,171957.24
Meetup,Mumbai,1049,2024-10-04,No,No,95562.42
Corporate,Pune,4970,2024-10-27,Yes,Yes,379412.63
Meetup,Mumbai,4013,2024-04-09,No,Yes,329178.97
Marriage,Bhubaneswar,1433,2024-11-10,No,Yes,142698.4
Marriage,Bangalore,4468,2024-10-09,Yes,No,379246.16
Meetup,Pune,1865,2025-09-20,Yes,No,147650.35
Corporate,Hyderabad,2183,2024-11-27,Yes,No,199208.92
Marriage,Cuttack,2896,2025-05-03,Yes,No,212707.86
Birthday,Cuttack,533,2025-06-17,No,No,47834.86
Meetup,Ahmedabad,1963,2025-09-09,No,Yes,136046.42
Birthday,Kolkata,1546,2025-03-23,Yes,No,130011.85
Marriage,Delhi,2054,2025-04-01,No,No,196367.16
Marriage,Hyderabad,4525,2024-10-02,Yes,Yes,372442.38
Marriage,Ahmedabad,4945,2025-04-27,Yes,No,338520.12
Birthday,Pune,1389,2025-05-20,No,No,108207.03
Marriage,Kolkata,3040,2025-04-01,Yes,Yes,260445.46
Birthday,Kolkata,1527,2024-06-08,No,No,112948.22
Marriage,Pune,1704,2024-04-28,No,No,159474.32
Corporate,Bangalore,639,2025-10-05,No,No,87541.29
Corporate,Ahmedabad,3812,2025-07-02,Yes,No,265874.79
Birthday,Cuttack,746,2025-07-07,No,Yes,71428.61
Marriage,Kolkata,1896,2024-09-05,Yes,Yes,192867.09
Marriage,Kolkata,2669,2024-04-06,No,Yes,224086.92
Meetup,Cuttack,1452,2024-06-23,No,No,90585.4
Meetup,Kolkata,2916,2024-10-14,Yes,No,207771.63
Meetup,Bangalore,3381,2024-03-28,Yes,No,268314.22
Marriage,Pune,4121,2024-04-09,No,No,309423.05
Meetup,Chennai,4906,2024-02-09,Yes,Yes,338852.09
Corporate,Chennai,4644,2025-09-09,No,Yes,331950.9
Birthday,Cuttack,1094,2025-10-02,No,No,76045.47
Meetup,Pune,3069,2024-06-27,No,Yes,221775.93
Marriage,Bangalore,3850,2025-01-23,Yes,No,336954.88
Corporate,Hyderabad,2873,2025-06-13,No,Yes,241445.8
Marriage,Bangalore,3676,2024-06-26,No,No,308556.86
Birthday,Bhubaneswar,3476,2025-09-22,No,Yes,224190.63
Birthday,Kolkata,4337,2025-06-01,Yes,Yes,308370.36
Birthday,Mumbai,3692,2025-12-04,No,No,298048.01
Birthday,Kolkata,3469,2024-02-22,No,Yes,242262.33
Corporate,Chennai,3277,2024-06-22,Yes,Yes,265735.12
Corporate,Bangalore,1662,2025-12-08,No,Yes,170346.89
Corporate,Delhi,4508,2024-12-19,Yes,Yes,384325.27
Meetup,Bangalore,1916,2025-06-11,No,Yes,162869.97
Corporate,Pune,2550,2025-05-31,Yes,Yes,228860.3
Meetup,Chennai,4321,2025-08-28,Yes,No,290653.42
Birthday,Pune,1944,2025-09-21,No,No,144066.15
Birthday,Mumbai,3209,2024-08-31,Yes,No,278328.26
Marriage,Bangalore,121,2025-04-11,Yes,No,75624.09
Meetup,Kolkata,1216,2024-06-29,Yes,No,105476.95
Meetup,Pune,3104,2024-12-24,No,Yes,223325.77
Corporate,Pune,3753,2025-12-15,Yes,Yes,303437.41
Birthday,Delhi,3307,2025-08-13,Yes,No,267519.7
Marriage,Mumbai,2760,2025-05-24,Yes,No,273893.62
Marriage,Hyderabad,3069,2025-11-11,Yes,Yes,279355.81
Birthday,Kolkata,4628,2025-04-27,No,No,300642.42
Birthday,Chennai,3040,2025-03-30,Yes,Yes,231688.1
Marriage,Mumbai,1852,2025-10-22,Yes,No,205002.47
Marriage,Pune,3561,2024-03-16,Yes,No,288836.06
Birthday,Cuttack,2378,2025-10-21,No,No,141781.68
Birthday,Hyderabad,146,2025-08-18,No,No,32465.48
Birthday,Bhubaneswar,2752,2025-05-06,Yes,Yes,200462.52
Birthday,Kolkata,4095,2024-09-25,Yes,Yes,293806.81
Marriage,Bangalore,1866,2025-06-14,No,Yes,195351.63
Marriage,Cuttack,4019,2024-05-26,No,No,253699.41
Meetup,Pune,4464,2025-10-02,No,Yes,308630.89
Corporate,Bhubaneswar,2952,2024-03-15,No,No,204610.65
Corporate,Chennai,493,2024-12-29,Yes,Yes,98955.19
Meetup,Mumbai,1533,2024-07-18,Yes,No,146811.54
Marriage,Chennai,2264,2024-11-19,No,Yes,200392.57
Birthday,Kolkata,2859,2025-04-17,No,No,193538.48
Corporate,Bhubaneswar,1195,2025-06-06,No,No,107446.22
Corporate,Bangalore,1755,2025-11-17,Yes,No,179280.25
Birthday,Hyderabad,1274,2024-05-01,No,Yes,116637.42
Marriage,Bangalore,1859,2024-02-21,Yes,Yes,209766.35
Meetup,Cuttack,4778,2024-03-19,Yes,No,271699.1
